	Meaty	Medicinal	Chocolate	Wood	Spice	Herbaceous	Berry	Dairy	Green	Nutty	Petrol	Floral	Caramel	Sulphur	Tree fruit	Tropical	Marine	Earthy	Melon	Sour	Citrus	Roasted	Phenol	Pungent	Smoke	Toasted	Savory
507	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
508	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
509	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
510	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
511	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
512	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
513	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
514	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
515	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
516	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
517	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
518	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
519	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
520	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
521	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
522	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
523	0.06	0.12	0.18	0.06	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.26	0.11	0.29	0.5
524	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
525	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
526	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
527	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
528	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
529	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
530	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
531	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
532	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
533	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
534	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
535	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
536	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
537	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
538	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
539	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
540	0.06	0.15	0.18	0.18	0.29	0.22	0.11	0.06	0.22	0.24	0.17	0.26	0.28	0.09	0.14	0.08	0.14	0.13	0.11	0.4	0.2	0.07	0.17	0.28	0.11	0.29	0.5
541	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
542	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
543	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
544	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
545	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
546	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
547	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
548	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
549	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
550	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
551	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
552	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
553	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
554	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
555	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
556	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
557	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
558	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
559	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
560	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
561	0.08	0.15	0.18	0.12	0.19	0.12	0.13	0.19	0.23	0.25	0.33	0.31	0.29	0.09	0.16	0.09	0.14	0.13	0.11	0.27	0.17	0.07	0.2	0.24	0.11	0.29	0.5
562	0.08	0.15	0.18	0.12	0.19	0.12	0.13	0.06	0.01	0.25	0.33	0.31	0.29	0.09	0.16	0.09	0.14	0.13	0.11	0.13	0.17	0.07	0.2	0.24	0.11	0.29	0.5
563	0.08	0.15	0.18	0.12	0.19	0.12	0.13	0.06	0.01	0.25	0.33	0.31	0.29	0.09	0.16	0.09	0.14	0.13	0.11	0.13	0.17	0.07	0.2	0.24	0.11	0.29	0.5
564	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
565	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
566	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
567	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
568	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
569	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
570	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
571	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
572	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
573	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
574	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
575	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
576	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
577	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
578	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
579	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
580	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
581	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
582	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
583	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
584	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
585	0.06	0.12	0.18	0.04	0.16	0.12	0.12	0.06	0.2	0.24	0.17	0.25	0.26	0.09	0.15	0.08	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
586	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
587	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
588	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
589	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
590	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
591	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
592	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
593	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
594	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
595	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
596	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
597	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
598	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
600	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
601	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
602	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
603	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
604	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
606	0.08	0.12	0.18	0.09	0.19	0.12	0.12	0.06	0.21	0.26	0.33	0.27	0.27	0.1	0.17	0.08	0.14	0.14	0.11	0.27	0.18	0.07	0.17	0.24	0.11	0.29	0.5
607	0.08	0.12	0.18	0.09	0.19	0.12	0.12	0.06	0.01	0.26	0.33	0.27	0.27	0.1	0.17	0.08	0.14	0.14	0.11	0.13	0.18	0.07	0.17	0.24	0.11	0.29	0.5
608	0.08	0.12	0.18	0.09	0.19	0.12	0.12	0.06	0.01	0.26	0.33	0.27	0.27	0.1	0.17	0.08	0.14	0.14	0.11	0.13	0.18	0.07	0.17	0.24	0.11	0.29	0.5
609	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
610	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
611	0.06	0.12	0.18	0.04	0.16	0.14	0.11	0.06	0.19	0.24	0.17	0.27	0.27	0.09	0.15	0.07	0.14	0.11	0.11	0.27	0.17	0.07	0.17	0.24	0.11	0.29	0.5
612	0.08	0.12	0.18	0.04	0.16	0.1	0.11	0.25	0.19	0.24	0.17	0.25	0.27	0.09	0.14	0.08	0.29	0.11	0.11	0.47	0.15	0.07	0.17	0.24	0.11	0.29	0.5
613	0.06	0.12	0.18	0.07	0.23	0.1	0.11	0.25	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
614	0.06	0.12	0.18	0.07	0.23	0.1	0.11	0.25	0.01	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
615	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.25	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
616	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
617	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
618	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
619	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
620	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
621	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
622	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
623	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.28	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.27	0.3	0.09	0.17	0.26	0.11	0.14	0.5
624	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
625	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
626	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
627	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
628	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
629	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
630	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
631	0.06	0.17	0.21	0.16	0.26	0.19	0.13	0.06	0.01	0.29	0.17	0.32	0.32	0.09	0.17	0.08	0.21	0.2	0.11	0.07	0.3	0.09	0.17	0.26	0.11	0.14	0.5
632	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
633	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
634	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
